ratio001,ratio002,ratio003,ratio004,ratio005,ratio006,ratio008,ratio011,ratio012,ratio017,ratio018,ratio019,ratio027,ratio029,ratio030,DIO,DPO,DSO,turnover,status,ratio036,ratio037,ratio039,ratio040
-0.258096436,-0.306790733,-0.062658707,-0.06786671,0.282837613,-0.085612679,3.449548399,0.523393453,0.407165793,2.502175926,2.352557371,-0.40493971,3.856037681,-0.087533284,-0.111107926,-0.320362806,-0.052897257,-0.069661847,4.591706191,0,0,0,1,0
-0.309060605,-0.125362085,0.198266732,-0.289815271,-0.266280488,-0.275105407,-0.303699803,-0.27958721,0.025926549,-0.56066144,-0.544981655,-1.032327411,-0.311026802,-0.212849039,-0.225183043,-0.111787994,0.626889989,1.080174597,-0.381661792,0,1,1,1,1
-0.345662145,-0.117906113,0.769817693,0.518077493,0.304802337,-0.121142566,-0.314234296,-0.011926989,0.130767341,0.186628777,0.213646745,0.071009581,-0.330373958,-0.254620957,-0.263208082,-0.089326092,-0.678733134,0.601842636,4.591706191,0,1,0,0,0
-0.284041831,-0.155185972,0.03674146,-0.076744652,-0.474945366,-0.260959249,-0.448596962,-0.226055166,0.044988511,-0.013350295,0.013453139,-0.534744062,-0.115085396,-0.171077121,-0.187158004,0.00052152,0.195279039,-0.26283437,-0.381661792,0,1,1,1,1
-0.342882281,-0.286908141,0.695267568,1.175045234,1.655632864,-0.205361556,-1.119889311,0.469861409,0.254670096,-0.24490501,-0.228886488,-0.426573769,-0.822614995,0.246642063,0.231117426,-0.272230157,0.130537397,0.482259646,4.591706191,0,0,0,0,0
0.281197138,0.118199661,-0.410559293,-0.254303501,0.05220801,-0.234969795,-0.273341311,-0.118991078,-0.097976205,-0.350157153,-0.281569016,3.48919085,-0.318189366,-0.254620957,-0.263208082,-0.320362806,1.900142291,2.046037211,-0.381661792,0,1,1,1,1
-0.294234665,-0.17258324,0.098866564,-0.005721113,0.359714147,-0.270170701,-0.254283456,-0.065459033,0.111705379,-0.150178081,-0.134057939,0.89310381,-0.25718408,-0.087533284,-0.111107926,-0.320362806,-0.333444374,0.408670114,4.591706191,0,0,0,1,0
-0.335469311,-0.232231015,0.533742296,0.056424485,0.019260924,-0.268854779,-0.299486006,-0.333119255,0.025926549,-0.992195226,-1.008587899,-1.205399881,-0.323705364,-0.338164794,-0.339258161,0.116039877,0.324762324,1.852864688,-0.381661792,0,1,1,1,1
-0.291918112,-0.257084254,0.086441543,0.340518643,0.722132093,4.06447545,-0.163782587,0.416329364,0.283263039,0.14452792,0.139891206,-0.231867241,-0.223264811,0.079554389,0.040992231,-0.29469206,0.508196978,0.03152376,4.591706191,0,0,0,1,0
-0.352611804,-0.17258324,0.993468069,0.740026054,0.436590681,-0.515998038,-0.087359631,0.255733232,0.197484209,-0.139652867,-0.112984927,-0.318403475,-0.139289923,0.037782471,0.040992231,0.010148049,-0.322654101,-0.005271006,-0.381661792,0,0,0,1,0
0.92241905,-0.309276057,-0.447834355,-0.254303501,-0.024668524,-0.180688024,-0.237140963,-0.065459033,0.235608133,1.923289139,1.962706666,0.179179874,-0.286575291,-0.212849039,-0.225183043,-0.297900904,-0.732684503,-0.79635848,4.591706191,0,0,0,1,0
0.133401047,0.488512928,-0.385709251,-0.378594696,-0.178421592,-0.278724192,-0.220668847,0.148669143,0.283263039,-0.192278939,-0.15513095,0.006107405,-0.252903007,0.037782471,0.002967191,-0.265812471,0.216859587,0.813412542,-0.381661792,0,0,0,1,0
-0.359098153,-0.279452169,1.304093592,0.908706961,1.161426574,-0.225758343,-0.071270588,0.202201188,0.178422247,-0.034400724,-0.007619872,-0.340037534,-0.075403145,-0.003989447,-0.035057848,-0.236932882,0.022634659,0.583445253,4.591706191,0,0,0,0,0
-0.028757674,0.637632364,-0.336009167,-0.715956509,-0.815398589,-0.288264625,-0.252751166,0.148669143,0.197484209,0.29188092,0.297938789,0.849835693,-0.295137436,-0.003989447,-0.035057848,-0.224097509,0.055005481,-0.538795116,-0.381661792,0,0,0,1,0
-0.318790128,-0.202407127,0.297666899,-0.849125646,-0.694592607,-0.291883409,-0.212815862,-0.011926989,0.111705379,-0.118602438,-0.597664183,-0.058794771,-0.169916058,-0.003989447,0.117042309,-0.31394512,-0.473717933,-0.152450071,4.591706191,0,0,0,1,0
-0.058409554,-1.040259533,-0.323584146,-0.46737412,-0.551821901,-0.285303801,-0.279566238,-3.467955763,-3.405226646,-0.002825081,0.055599161,-3.510725172,-0.321317843,-0.338164794,-0.339258161,-0.124623367,-0.214751363,-0.032867081,-0.381661792,0,1,1,1,1
-0.144122021,0.513366167,-0.261459042,-0.201035847,-0.024668524,-0.274118466,-0.250356963,0.041605055,0.111705379,0.470809563,0.466522878,0.720031341,-0.280647652,-0.087533284,-0.111107926,-0.28506553,-0.160799994,-0.419212126,4.591706191,0,0,0,1,0
-0.185356667,0.423894505,-0.211758958,-0.192157904,-0.321192298,-0.27707929,-0.171827109,0.576925497,0.521537566,-0.192278939,-0.165667455,-0.188599123,-0.198977956,0.539045491,0.459267661,-0.211262135,-0.322654101,-0.79635848,-0.381661792,0,0,0,1,0
-0.164044378,0.679882871,-0.249034021,-1.053318323,-0.991116381,-0.28464584,-0.260412615,0.202201188,0.330917944,-0.950094369,-0.966441877,0.200813933,-0.29398484,0.288413981,0.307167504,-0.288274374,-0.247122184,-0.731967639,4.591706191,0,0,0,0,0
-0.375314025,-0.304305409,-1.05666038,4.73829622,1.293214918,-0.234640814,3.449548399,0.041605055,0.140298322,-0.63433794,-0.618737194,-0.40493971,3.856037681,0.079554389,0.040992231,0.087160288,0.055005481,0.519054412,-0.381661792,0,0,0,1,0
0.15054354,3.977708912,-0.385709251,-0.671566797,-0.760486779,-0.303397724,-0.24901621,0.041605055,0.178422247,1.670683995,1.678221016,0.633495106,-0.292091288,-0.171077121,-0.187158004,-0.220888665,-0.484508207,-0.520397733,4.591706191,0,0,0,1,0
0.063441142,-1.040259533,-0.37328423,-0.53839766,-0.485927728,-0.289251566,-0.254762296,0.148669143,0.187953228,-0.287005867,-0.260496005,1.022908162,-0.303205612,-0.003989447,-0.035057848,-0.188800233,0.497406704,0.712226935,-0.381661792,0,0,0,1,0
-0.342882281,-0.309276057,0.695267568,0.562467205,0.908832247,4.06447545,0.277804192,0.523393453,0.264201077,0.155053134,0.087208678,-0.383305651,0.180061638,0.121326308,0.07901727,-0.269021314,0.562148347,1.181360204,4.591706191,0,0,0,1,0
-0.334079379,-0.122876761,0.508892254,0.464809838,0.612308473,-0.181674965,-0.203717891,0.041605055,0.140298322,-0.802741369,-0.776784777,-0.102062889,-0.217995799,0.121326308,0.117042309,-0.021940383,0.357133146,1.990845061,-0.381661792,0,0,0,1,0
-0.182576803,0.495968899,-0.224183979,-1.142097747,4.730694228,-0.219178734,-0.260987224,-0.065459033,0.102174398,-1.160598655,-0.966441877,3.48919085,-0.312838025,-0.087533284,-0.187158004,5.00785725,-0.171590268,-0.759563714,4.591706191,0,0,1,1,1
-0.270605823,-0.040861071,-0.012958624,-0.440740293,-0.178421592,-0.282671957,-0.239247862,-0.011926989,0.130767341,0.90234335,0.856373583,1.06617628,-0.255866827,-0.045761366,-0.073082887,-0.320362806,-0.441347112,0.040722452,-0.381661792,0,0,0,1,0
0.07687715,0.463659688,-0.37328423,0.518077493,-0.134492144,-0.515998038,-0.250644268,0.095137099,0.226077152,0.618162564,0.645643472,0.676763223,-0.301970687,-0.171077121,-0.187158004,0.00052152,0.108956849,-0.20764222,4.591706191,0,0,0,1,0
-0.025514499,0.62272042,-0.336009167,0.136325967,0.524449577,-0.197466026,-0.252846934,-0.011926989,0.20701519,0.228729634,0.192573733,0.784933517,-0.276860549,-0.087533284,-0.111107926,-0.317153963,-0.085268078,0.905399458,-0.381661792,0,0,0,1,0
-0.156168097,0.513366167,-0.249034021,-0.272059386,-0.05761561,-0.26951274,-0.248824673,0.148669143,0.178422247,0.249780063,0.287402283,0.633495106,-0.29151499,-0.003989447,-0.035057848,-0.278647844,-0.139219447,0.362676656,4.591706191,0,0,0,1,0
-0.111226966,0.274775069,-0.286309084,-0.245425559,-0.178421592,-0.230693049,-0.233118702,0.095137099,0.226077152,0.21820442,0.22418325,0.395520461,-0.279989025,-0.045761366,-0.035057848,-0.185591389,-0.236331911,0.574246562,-0.381661792,0,0,0,1,0
-0.348905319,-0.296849437,0.86921786,0.287250989,0.546414301,-0.251418816,-0.004711748,0.041605055,0.159360285,-0.192278939,-0.218349983,-0.361671593,0.232257794,0.037782471,0.002967191,-0.256185941,0.357133146,0.528253104,4.591706191,0,0,0,0,0
-0.347052077,-0.309276057,0.819517777,-0.058988767,0.282837613,-0.271157642,-1.119889311,0.630457541,0.302325001,-0.760640512,-0.734638755,-0.40493971,-0.822614995,0.747905082,0.649392857,-0.317153963,-0.732684503,-0.152450071,-0.381661792,0,0,0,0,0
-0.322496613,0.018786703,0.347366982,0.740026054,1.260267832,-0.274776427,-0.209655514,0.202201188,0.178422247,-0.539611011,-0.523908644,-0.08042883,-0.207293117,0.455501654,0.421242622,-0.317153963,-0.603201218,-0.759563714,4.591706191,0,0,0,1,0
-0.313693711,-0.249628282,0.247966815,0.225105391,0.502484853,4.06447545,0.225227497,0.630457541,0.349979907,0.333981777,0.308475294,-0.383305651,0.121526201,0.121326308,0.07901727,-0.265812471,0.367923419,1.006585065,-0.381661792,0,0,0,1,0
-0.252073398,0.145538224,-0.087508749,0.482565723,-0.49691009,0.134475229,-0.243078586,-0.011926989,0.149829303,-0.813266583,-0.903222844,0.308984226,-0.290362394,-0.003989447,0.002967191,-0.320362806,0.087376302,0.730624318,4.591706191,0,0,0,1,0
-0.358634843,-0.309276057,1.27924355,4.73829622,-1.133887087,-0.131340959,-0.203909427,-0.065459033,0.12123636,0.186628777,0.22418325,-0.102062889,-0.207951743,-0.171077121,-0.187158004,-0.079699562,-0.322654101,0.353477964,-0.381661792,0,0,0,1,0
4.180308207,-0.197436479,-0.472684397,-0.369716753,-0.859328037,-0.221481597,-0.233789079,-0.065459033,0.283263039,-1.044821298,-0.882149832,0.179179874,-0.272250163,0.037782471,-0.073082887,5.00785725,0.011844386,1.56770525,4.591706191,0,0,0,1,0
-0.181186871,-0.237201662,-0.224183979,0.198471564,0.458555405,-0.240233482,-0.153631167,0.095137099,0.264201077,0.207679205,0.203110239,-0.253501299,-0.145711532,-0.045761366,-0.073082887,-0.269021314,-0.020526436,0.555849179,-0.381661792,0,0,0,1,0
-0.358634843,-0.222289719,1.266818529,1.423627623,0.524449577,-0.210954223,-0.121836153,0.041605055,0.149829303,-0.718539654,-0.74517526,-0.296769417,-0.127105331,0.121326308,0.117042309,0.392000397,0.044215207,-0.097257922,4.591706191,0,0,0,1,0
-0.354001736,-0.309276057,1.068018195,-0.698200624,-0.518874815,-0.285632781,3.449548399,1.75463047,-0.31718877,-0.918518726,-0.903222844,-0.448207827,-0.822614995,-3.076731758,-2.924960821,-0.301109747,-0.301073553,-0.62158334,-0.381661792,0,1,1,1,1
-1.368040446,3.977708912,-0.485109418,0.145203909,-0.507892453,-0.030672948,-0.258784557,-0.118991078,0.311855982,-0.78169094,-0.724102249,0.438788578,-0.293902511,-0.212849039,-0.225183043,-0.320362806,0.65926081,0.114311984,4.591706191,0,0,0,0,0
-0.234467594,0.093346421,-0.124783812,-0.591665315,-0.716557331,-0.28464584,-0.254858065,-0.065459033,0.149829303,-0.602762297,-0.608200688,1.109444397,-0.247551666,0.204870144,0.155067348,-0.089326092,0.357133146,0.049921143,-0.381661792,0,0,0,1,0
0.119038417,0.640117688,-0.385709251,-0.085622595,-0.529857177,-0.127393194,-0.253421543,-0.011926989,0.226077152,0.207679205,0.171500722,0.936371928,-0.291844303,-0.087533284,-0.111107926,0.080742601,0.141327671,0.049921143,4.591706191,0,0,0,1,0
-0.311840469,-0.309276057,0.223116773,0.0386686,0.348731785,-0.153711629,-0.131700268,-3.467955763,0.483413642,1.102322422,1.035494177,-0.275135358,-0.193708944,0.163098226,0.117042309,-0.301109747,-0.732684503,-0.79635848,-0.381661792,0,0,0,1,0
-0.208522198,0.036183971,-0.186908916,-0.813613876,-0.815398589,-0.294515253,-0.254762296,-0.065459033,0.12123636,-0.602762297,-0.787321283,1.087810338,-0.283940784,-0.003989447,0.07901727,-0.1567118,0.206069313,-0.768762405,4.591706191,0,0,0,1,0
-0.106130549,-0.309276057,-0.298734104,-0.245425559,-0.376104108,-0.266880897,0.169203149,0.041605055,0.235608133,4.328932123,4.38273126,-0.383305651,0.085548725,-0.212849039,-0.225183043,-0.275439001,-0.732684503,-0.79635848,-0.381661792,0,0,0,0,0
-0.207595577,0.175362111,-0.186908916,-0.165524077,-0.068597972,-0.257669445,-0.237140963,0.041605055,0.140298322,-1.297426442,-1.272000538,0.24408205,-0.257925035,-0.171077121,-0.187158004,-0.278647844,-0.344234648,-0.456006892,4.591706191,0,0,0,1,0
-0.075552048,0.550646026,-0.311159125,-0.440740293,-0.255298126,-0.282671957,-0.253421543,0.148669143,0.20701519,0.21820442,0.245256261,0.958005986,-0.298348241,-0.003989447,-0.035057848,-0.28506553,0.206069313,0.27068974,-0.381661792,0,0,0,1,0
-0.28311521,-0.289393465,0.03674146,-0.005721113,0.05220801,-0.230035088,-0.165985254,0.416329364,0.283263039,0.186628777,0.22418325,-0.231867241,-0.200706851,0.163098226,0.117042309,-0.192009076,0.411084514,0.068318526,4.591706191,0,0,0,1,0
-0.365584502,-0.309276057,4.616107164,0.54471132,0.535431939,-0.267538857,-0.223829195,-0.065459033,0.12123636,0.081376634,0.108281689,-0.145331006,-0.142583056,-0.129305202,-0.149132965,-0.240141725,-0.268702732,-0.67677549,-0.381661792,0,0,0,0,0
-0.365121191,-0.306790733,-1.05666038,1.370359969,1.919209553,-0.515998038,3.449548399,0.416329364,0.216546171,-0.455409296,-0.397470577,-0.426573769,3.856037681,0.330185899,0.269142465,-0.265812471,0.637680263,0.519054412,4.591706191,0,0,0,0,0
-0.360488085,-0.309276057,1.378643717,-1.142097747,1.710544674,-0.065544873,0.03656431,0.095137099,0.149829303,-0.592237082,-0.55551816,-0.361671593,0.056898469,0.037782471,0.002967191,0.189843272,0.216859587,-0.492801659,-0.381661792,0,0,0,1,0
0.450305518,-0.023463804,-0.422984314,-0.458496178,-0.211368678,-0.287935644,-0.119825022,0.095137099,0.311855982,1.375977994,1.309443322,-0.296769417,-0.064288821,-0.129305202,-0.149132965,-0.31394512,0.033424933,-0.161648763,4.591706191,0,0,0,1,0
-0.334079379,-0.296849437,0.508892254,0.713392227,1.128479488,-0.081993895,-1.119889311,1.75463047,0.531068547,0.418183492,0.445449867,-0.426573769,-0.822614995,0.497273573,0.459267661,-0.288274374,-0.042106983,0.473060955,-0.381661792,0,0,0,1,0
0.01062373,-1.040259533,-0.348434188,-0.085622595,-0.16743923,-0.213257086,-0.263572963,-0.065459033,-0.002666394,-0.139652867,-0.144594444,-3.510725172,-0.30279397,-0.087533284,-0.111107926,-0.050819972,0.497406704,0.73982301,4.591706191,0,0,1,1,1
-0.156631408,-0.309276057,-0.249034021,-0.156646134,-0.101545058,-0.245826149,0.228292077,0.148669143,0.29279402,-0.09755201,-0.007619872,-0.383305651,0.351551533,-0.045761366,-0.073082887,-0.153502957,-0.732684503,-0.79635848,-0.381661792,0,0,0,0,0
-0.286821695,-0.16015662,0.049166481,0.225105391,-0.145474506,-0.265564975,-0.152481949,0.202201188,0.283263039,-0.055451152,-0.2499595,-0.253501299,-0.128257928,0.121326308,0.155067348,-0.111787994,-0.117638899,-0.391616051,4.591706191,0,0,0,1,0
-0.372070851,-0.217319071,4.616107164,0.313884816,0.755079179,-0.278066231,-1.119889311,-3.467955763,-0.117038167,-1.202699513,-1.208781504,-0.469841886,-0.182347635,-3.076731758,2.702744969,-0.320362806,-0.268702732,-0.704371564,-0.381661792,0,1,1,1,1
-0.286821695,-0.252113606,0.049166481,0.136325967,0.140066906,-0.151408765,3.449548399,0.576925497,0.388103831,0.155053134,0.182037228,-0.40493971,0.430669051,0.121326308,0.07901727,-0.153502957,-0.063687531,0.491458338,4.591706191,0,0,0,0,0
0.71624582,-0.309276057,-0.447834355,-0.387472638,-0.22235104,-0.280369094,-0.173742471,-0.011926989,0.407165793,4.328932123,4.38273126,-0.210233182,-0.226804929,-0.254620957,-0.263208082,-0.30431859,-0.182380542,-0.759563714,-0.381661792,0,0,0,1,0
-0.28311521,-0.309276057,0.03674146,-0.121134364,-0.760486779,-0.245168188,-1.119889311,0.630457541,0.397634812,-1.297426442,-1.272000538,-0.383305651,0.333603959,-0.129305202,-0.149132965,-0.195217919,-0.365815196,-0.787159788,4.591706191,0,0,0,1,0
0.144520502,-0.309276057,-0.385709251,-0.005721113,0.10711982,-0.047450949,-0.180158935,0.148669143,0.492944623,0.470809563,0.487595889,-0.188599123,-0.19189772,-0.045761366,-0.073082887,-0.217679822,-0.732684503,-0.79635848,-0.381661792,0,0,0,1,0
0.139887396,0.148023548,-0.385709251,-0.316449099,-0.068597972,-0.256024542,-0.242503978,0.041605055,0.187953228,2.007490853,2.04699871,0.373886402,-0.277025205,-0.171077121,-0.187158004,-0.307527433,0.087376302,0.049921143,4.591706191,0,0,0,1,0
-0.026904431,-0.309276057,-0.336009167,-0.130012307,-0.420033556,-0.00994718,-0.252846934,0.041605055,0.149829303,0.36555742,0.382230833,0.784933517,-0.291761975,-0.129305202,-0.149132965,-0.015522697,-0.732684503,-0.79635848,-0.381661792,0,0,0,1,0
-0.228907866,-0.212348423,-0.137208833,-0.005721113,0.194978716,0.026240667,-0.252942702,0.041605055,0.140298322,2.21799514,2.257728821,0.806567575,-0.300982747,-0.212849039,-0.225183043,-0.28506553,0.044215207,-0.272033061,4.591706191,0,0,0,1,0
-0.311377158,-0.309276057,0.223116773,-0.041232882,0.129084544,-0.232337951,-0.116473138,0.523393453,0.311855982,4.328932123,4.38273126,-0.296769417,-0.156990512,-0.087533284,-0.111107926,-0.288274374,-0.732684503,-0.20764222,-0.381661792,0,0,0,1,0
-0.335469311,-0.209863099,0.533742296,0.447053953,0.502484853,-0.242536345,0.053611034,0.576925497,0.311855982,-0.371207582,-0.355324555,-0.361671593,-0.010199114,0.413729736,0.345192544,-0.14708527,0.195279039,0.013126377,4.591706191,0,0,0,1,0
0.233476143,0.374188026,-0.410559293,-0.263181444,-0.398068832,-0.23858858,-0.236087514,0.202201188,0.302325001,0.776040778,0.592960944,0.200813933,-0.283117501,-0.087533284,-0.073082887,-0.137458741,-0.150009721,-0.391616051,-0.381661792,0,0,0,1,0
0.244595598,0.277260393,-0.410559293,-0.227669674,-0.189403954,-0.145487118,-0.254187688,-0.011926989,0.178422247,1.102322422,0.951202133,0.720031341,-0.306004775,-0.212849039,-0.225183043,-0.217679822,0.551358073,-0.400814743,4.591706191,0,0,0,1,0
-0.308597295,-0.284422817,0.198266732,0.216227449,0.10711982,4.06447545,0.194102859,-0.011926989,0.159360285,-0.044925938,-0.028692883,-0.383305651,0.252016592,-0.171077121,-0.187158004,-0.057237659,0.875066285,0.417868805,-0.381661792,0,0,0,0,0
-0.246976981,-0.26702555,-0.09993377,-0.556153545,-0.376104108,-0.281685016,-0.294984905,-0.333119255,-0.126569148,-0.886943083,-0.871613327,-1.205399881,-0.30625176,-0.003989447,-0.035057848,-0.288274374,-0.236331911,-0.695172873,4.591706191,0,1,1,1,1
-0.344272213,-0.219804395,0.73254263,-0.014599055,-0.244315764,-0.261288229,-0.343156267,-0.172523122,0.083112436,0.018225348,0.045062656,-0.707816531,-0.291268005,-0.254620957,-0.263208082,-0.095743778,-0.171590268,0.178702825,-0.381661792,0,1,1,1,1
-0.311840469,-0.199921803,0.235541794,0.651246629,0.842938075,-0.515998038,3.449548399,-3.467955763,0.521537566,0.618162564,0.656179978,-0.40493971,3.856037681,0.413729736,0.345192544,-0.236932882,0.173698492,-0.345622594,4.591706191,0,0,0,1,0
-0.162654446,-0.309276057,-0.249034021,-0.254303501,0.041225648,-0.274447446,-0.17584937,0.523393453,0.531068547,0.302406134,0.287402283,-0.210233182,-0.137396371,0.455501654,0.421242622,-0.320362806,-0.732684503,-0.79635848,-0.381661792,0,0,0,1,0
-0.375777336,-0.309276057,-1.05666038,4.73829622,4.730694228,-0.20042685,-1.119889311,0.73752163,0.254670096,0.544486064,0.571887933,-0.426573769,-0.822614995,0.204870144,0.155067348,-0.256185941,-0.473717933,-0.290430444,4.591706191,0,0,0,1,0
-0.37114423,-0.296849437,4.616107164,-1.142097747,-1.133887087,4.06447545,0.194007091,1.75463047,0.311855982,1.133898065,1.172468749,-0.383305651,0.099132898,0.163098226,0.117042309,-0.272230157,-0.603201218,0.316683198,-0.381661792,0,0,0,1,0
-0.311840469,-0.016007832,0.223116773,0.100814197,0.074172734,-0.267209877,-0.163399515,0.309265276,0.254670096,-0.034400724,-0.007619872,-0.231867241,-0.09524427,0.371957818,0.307167504,-0.198426762,-0.365815196,0.059119835,4.591706191,0,0,0,1,0
-0.310913848,0.008845407,0.223116773,-0.387472638,-1.013081105,-0.279711133,-0.236183282,0.041605055,0.130767341,-0.834317012,-0.797857788,0.222447991,-0.262123779,0.204870144,0.155067348,5.00785725,-0.279493006,-0.253635678,-0.381661792,0,0,0,1,0
-0.322959924,-0.309276057,0.347366982,0.225105391,0.645255559,-0.089231464,3.449548399,-3.467955763,0.921838772,0.881292922,0.919592616,-0.40493971,3.856037681,0.622589327,0.535317739,-0.320362806,-0.333444374,0.261491049,4.591706191,0,0,0,1,0
-0.22473807,-0.309276057,-0.149633854,0.251739219,-0.584768987,-0.235956736,-0.101054472,0.255733232,0.311855982,0.660263421,0.687789494,-0.296769417,-0.077049711,0.037782471,0.002967191,-0.00910501,-0.732684503,-0.79635848,-0.381661792,0,0,0,1,0
-0.041267061,0.672426899,-0.336009167,-0.192157904,0.096137458,-0.249773914,-0.253230007,0.041605055,0.130767341,-0.518560582,-0.534445149,0.936371928,-0.29151499,0.121326308,0.07901727,-0.28506553,0.518987252,2.000043753,4.591706191,0,0,0,1,0
-0.296087908,-0.18500986,0.111291585,-0.245425559,0.05220801,-0.273789486,-0.08285853,0.469861409,0.359510888,-0.234379796,-0.281569016,-0.318403475,-0.100842596,0.330185899,0.307167504,-0.320362806,0.518987252,0.417868805,-0.381661792,0,0,0,1,0
4.180308207,-0.249628282,-0.485109418,-0.272059386,-0.134492144,-0.211941165,-0.226031862,-0.011926989,0.426227755,1.481230138,1.520173433,0.071009581,-0.25323232,-0.212849039,-0.225183043,-0.265812471,-0.074477804,-0.731967639,4.591706191,0,0,0,1,0
-0.056556312,-0.309276057,-0.323584146,-0.272059386,0.030243286,-0.184964769,-1.119889311,0.683989585,-3.405226646,0.049800991,0.03452615,-0.40493971,-0.822614995,0.204870144,0.193092387,-0.320362806,-0.732684503,-0.79635848,-0.381661792,0,0,0,1,0
-0.32759303,-0.232231015,0.409492087,0.331640701,-0.079580334,-0.233324893,-0.184564268,0.148669143,0.168891266,-0.308056296,-0.271032511,-0.188599123,-0.224417408,-0.003989447,-0.035057848,0.061489542,0.562148347,0.03152376,4.591706191,0,0,0,1,0
-0.249293534,-0.249628282,-0.087508749,-0.076744652,-0.683610245,-0.249444934,0.115094164,0.041605055,0.187953228,-0.24490501,-0.2499595,-0.383305651,0.182037518,-0.087533284,-0.073082887,0.241184764,0.346342872,-0.584788574,-0.381661792,0,0,0,1,0
-0.33454269,-0.155185972,0.521317275,0.526955435,-0.123509782,-0.255366581,-0.227947224,-0.065459033,0.12123636,-0.31858151,-0.260496005,0.092643639,-0.033086387,-0.045761366,-0.073082887,0.042236482,0.044215207,0.068318526,4.591706191,0,0,0,1,0
0.114868621,3.977708912,-0.385709251,-0.316449099,-0.024668524,-0.259643327,-0.227851456,0.041605055,0.330917944,-1.297426442,-1.272000538,0.092643639,-0.279083413,-0.212849039,-0.225183043,-0.320362806,-0.311863827,-0.069661847,-0.381661792,0,0,0,1,0
-0.265972717,-0.214833747,-0.037808666,0.127448024,0.337749423,-0.17805618,-0.106800559,0.523393453,0.37857285,0.344506992,0.350621317,-0.296769417,-0.1610246,0.121326308,0.07901727,-0.249768255,0.011844386,0.44546488,4.591706191,0,0,0,1,0
-0.357708221,-0.309276057,1.241968487,4.73829622,1.710544674,-0.142197313,-0.031239516,0.523393453,0.245139114,-0.308056296,-0.302642027,-0.340037534,-0.077049711,0.330185899,0.307167504,-0.111787994,0.001054112,-0.180046146,-0.381661792,0,0,0,1,0
-0.29052818,-0.194951155,0.074016523,-1.142097747,4.730694228,0.068021182,-0.17939279,0.148669143,0.197484209,0.323456563,0.361157822,-0.188599123,-0.180948054,-0.045761366,-0.073082887,-0.30431859,-0.549249849,0.868604692,4.591706191,0,0,0,1,0
-0.257633125,0.070978506,-0.062658707,0.305006874,0.744096817,-0.236285717,-0.201610993,0.041605055,0.149829303,-0.85536744,-0.829467305,0.24408205,-0.247140025,0.455501654,0.421242622,-0.31394512,0.939807928,1.144565438,-0.381661792,0,0,0,1,0
-0.278945414,-0.085596902,0.011891418,0.012034772,-0.024668524,-0.245168188,-0.231299108,0.095137099,0.178422247,-0.129127653,-0.112984927,0.114277698,-0.282541203,-0.087533284,-0.111107926,-0.121414524,0.432665062,0.279888432,4.591706191,0,0,0,1,0
0.9594839,0.336908167,-0.460259376,0.109692139,0.502484853,-0.180359043,-0.188299225,0.041605055,0.397634812,-0.729064869,-0.755711766,-0.166965065,-0.213467741,0.037782471,0.002967191,-0.320362806,1.058500939,-0.79635848,-0.381661792,0,0,0,1,0
-0.343345592,-0.306790733,0.707692589,-0.130012307,0.205961078,-0.271157642,-0.43547673,-0.386651299,0.016395568,-0.665913583,-0.703029238,-0.556378121,-0.215196636,-0.045761366,-0.035057848,-0.320362806,-0.214751363,1.365334035,4.591706191,0,1,1,1,1
-0.297477839,0.105773041,0.123716606,0.216227449,0.05220801,-0.252405758,-0.240492847,0.095137099,0.159360285,-0.360682368,-0.260496005,0.308984226,-0.284928724,-0.003989447,-0.035057848,-0.057237659,-0.376605469,0.27068974,-0.381661792,0,0,0,1,0
-0.286358384,0.15547952,0.049166481,-0.192157904,-0.046633248,-0.266880897,-0.244898181,0.095137099,0.159360285,-0.034400724,-0.007619872,0.352252343,-0.293820183,-0.087533284,-0.111107926,-0.236932882,-0.495298481,0.44546488,4.591706191,0,0,0,1,0
-0.384580238,-0.309276057,-1.05666038,4.73829622,-1.133887087,-0.266880897,-0.069259457,0.309265276,0.168891266,-1.002720441,-0.966441877,-0.361671593,-0.086352812,0.455501654,0.383217583,-0.31394512,-0.031316709,1.070975906,-0.381661792,0,0,0,0,0
-0.361878017,-0.276966845,4.616107164,1.272702602,1.600721054,-0.236285717,-0.200078703,-0.065459033,0.12123636,-0.350157153,-0.344788049,-0.145331006,-0.089234303,-0.129305202,-0.149132965,-0.230515195,0.065795754,0.767419084,4.591706191,0,0,0,1,0
-1.368040446,-0.271996198,-0.472684397,-0.520641775,-0.650663159,-0.306687529,-0.244323572,0.041605055,0.531068547,0.533960849,0.561351428,0.395520461,-0.274966997,-0.129305202,-0.149132965,-0.102161465,0.670051084,-0.695172873,-0.381661792,0,0,0,1,0
0.837633205,-0.309276057,-0.447834355,0.233983334,0.656237921,0.045321532,-0.262232209,-0.118991078,0.044988511,2.207469925,2.247192315,3.48919085,-0.306169431,-0.254620957,-0.263208082,-0.320362806,-0.732684503,-0.79635848,4.591706191,0,0,1,1,1
-0.321106682,-0.132818057,0.322516941,-0.058988767,-0.573786625,-0.26918376,-0.241833601,0.041605055,0.130767341,-0.85536744,-0.829467305,0.352252343,-0.271179895,0.204870144,0.193092387,0.459386106,0.055005481,0.298285815,-0.381661792,0,0,0,1,0
